author,link,category,publication,tokens,words,types,links,uppercase,verbs,subjuntiveimperative,nouns,adjectives,adverbs,modalverbs,personalpronouns,pluralpersonalpronouns,pronouns,pausality,characters,sentencelength,wordlength,speelingerrors,emotiveness,diversity,fake_or_true
None,https://www.diariodobrasil.org/teoria-afirma-que-escolta-de-obama-era-formada-por-aliens-ninguem-se-atreveria-a-chegar-perto/,sociedade_cotidiano,20/11/2017,243,197,127,0,0,31,1,55,13,9,2,0,0,16,2.55556,935,10.9444,4.74619,0.0101523,0.255814,0.64467,0
Por BBC,https://g1.globo.com/pop-arte/noticia/capitaes-da-areia-o-dia-em-que-o-estado-novo-queimou-um-dos-maiores-classicos-da-literatura-brasileira.ghtml,sociedade_cotidiano,26/11/2017 15h24,1971,1713,783,None,3,278,7,448,82,92,32,21,1,131,2.80435,7921,18.6196,4.62405,0.000583771,0.239669,0.457093,1
None,https://www.diariodobrasil.org/humorista-demitido-do-sbt-pede-ajuda-para-silvio-santos-e-leva-um-chega-pra-la/,tv_celebridades,16/11/2017,226,191,132,0,5,39,0,56,9,13,3,1,0,10,2.91667,923,15.9167,4.83246,0.0104712,0.231579,0.691099,0
Por G1 Campinas e região,https://g1.globo.com/sp/campinas-regiao/noticia/de-inauguracao-badalada-a-suspeita-de-corrupcao-veja-momentos-que-marcaram-a-trajetoria-do-hospital-ouro-verde.ghtml,tv_celebridades,18/12/2017 07h34,2286,2004,881,None,27,292,5,576,85,89,40,1,0,86,3.20455,9915,22.7727,4.9476,0.0,0.200461,0.439621,1
None,https://www.diariodobrasil.org/tais-araujo-faz-papel-de-coitada-que-sofre-preconceito-e-internautas-desmascaram-a-atriz/,tv_celebridades,18/11/2017,314,263,175,0,0,45,4,74,22,12,4,0,0,29,2.21739,1289,11.4348,4.90114,0.00380228,0.285714,0.665399,0
"Jane E. Brody, The New York Times","http://saude.estadao.com.br/noticias/geral,livro-conta-historias-de-tratamentos-de-sucesso-nao-aprovados-pela-medicina,70001822450",tv_celebridades,01 de junho de 2017,1315,1188,610,0,2,217,18,296,85,70,29,0,0,118,2.95349,6272,27.6279,5.27946,0.000841751,0.302144,0.513468,1
None,https://www.diariodobrasil.org/dono-do-facebook-chamou-brasileiros-de-bandidos-e-disse-que-o-brasil-e-um-pais-de-ilegalidades/,tv_celebridades,19/11/2017,434,369,236,0,4,60,0,112,18,20,5,1,1,32,3.61111,1865,20.5,5.0542,0.0135501,0.22093,0.639566,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/conto-da-carochinha/,tv_celebridades,18 de janeiro de 2018,2355,2070,897,0,9,309,17,621,73,98,48,1,0,125,3.06452,9968,22.2581,4.81546,0.00386473,0.183871,0.433333,1
None,https://www.diariodobrasil.org/britney-spears-principe-willian-nao-e-humano-eu-o-vi-se-transformar/,tv_celebridades,18/11/2017,420,354,214,3,1,79,2,88,16,24,12,7,0,39,1.94118,1721,10.4118,4.86158,0.0112994,0.239521,0.60452,0
"Por Leticia Mori, BBC",https://g1.globo.com/bemestar/noticia/por-que-e-mais-dificil-para-as-mulheres-lutar-contra-alcoolismo-e-dependencia-as-drogas.ghtml,tv_celebridades,09/10/2017 10h18,2018,1739,716,None,6,342,9,416,99,115,36,24,0,157,2.84694,8381,17.7449,4.81944,0.00115009,0.282322,0.411731,1
None,https://www.diariodobrasil.org/reflexo-na-viseira-de-astronauta-mostra-homem-usando-jaqueta-e-calca-jeans-na-lua/,tv_celebridades,19/11/2017,474,409,251,1,17,77,4,109,19,31,12,1,0,33,2.16667,1956,13.6333,4.7824,0.0,0.268817,0.613692,0
"Por Felipe Souza, BBC",https://g1.globo.com/brasil/noticia/15-anos-apos-aparicao-santa-da-janela-ainda-atrai-peregrinos-de-todo-o-brasil.ghtml,tv_celebridades,19/07/2017 11h04,1499,1311,585,0,6,219,7,341,66,78,24,6,2,108,2.76471,5954,19.2794,4.54157,0.0,0.257143,0.446224,1
None,https://www.diariodobrasil.org/ele-alertou-o-governo-entrara-em-falencia-os-bancos-quebrarao-e-as-aplicacoes-serao-confiscadas/,politica,20/11/2017,482,410,241,1,17,63,3,112,40,21,7,0,0,19,2.57143,2154,14.6429,5.25366,0.0097561,0.348571,0.587805,0
"Por Alexandro Martello, Bernardo Caram e Fernanda Vivas, G1 e TV Globo, Brasília",https://g1.globo.com/politica/noticia/nova-pauta-do-governo-no-congresso-inclui-propostas-que-sequer-foram-apresentadas-outras-estao-ha-anos-em-tramitacao.ghtml,politica,22/02/2018 05h00,2619,2271,888,0,81,333,15,700,129,71,58,0,0,94,3.28302,11436,21.4245,5.03567,0.000440335,0.193611,0.391017,1
None,https://www.diariodobrasil.org/fhc-vai-aos-eua-e-declara-que-bolsonaro-queria-mata-lo/,politica,18/11/2017,297,246,170,0,9,40,1,66,13,18,0,3,0,20,2.83333,1170,13.6667,4.7561,0.0,0.292453,0.691057,0
O Estado de S.Paulo,"http://opiniao.estadao.com.br/noticias/geral,a-vez-do-parlamentarismo,70001935106",politica,14 de agosto de 2017,784,694,372,0,0,122,8,176,41,53,17,0,0,49,3.10345,3662,23.931,5.27666,0.0,0.315436,0.536023,1
None,https://www.diariodobrasil.org/vale-e-pena-rever-renan-calheiros-disse-para-gleisi-eu-desfiz-o-seu-indiciamento-e-de-seu-marido-no-stf/,politica,15/11/2017,199,174,110,0,4,28,1,47,7,8,3,2,0,16,2.77778,847,19.3333,4.86782,0.0172414,0.2,0.632184,0
"Isabela Bonfim, Isadora Peron e Anne Warth, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,assessoria-de-renan-divulga-nota-explicando-acusacao-a-gleisi,10000072186",politica,26 de agosto de 2016,981,868,378,0,13,124,3,264,37,35,13,2,0,52,2.89744,4347,22.2564,5.00806,0.00691244,0.185567,0.435484,1
None,https://www.diariodobrasil.org/as-13-familias-que-controlam-a-riqueza-do-planeta-vao-exterminar-20-da-populacao-mundial-ate-2029/,economia,19/11/2017,345,278,186,0,5,42,2,97,12,15,10,0,0,15,4.78571,1400,19.8571,5.03597,0.0107914,0.194245,0.669065,0
"Por Renato Sérgio de Lima e Samira Bueno, Fórum Brasileiro de Segurança Pública",https://g1.globo.com/monitor-da-violencia/noticia/o-buraco-negro-da-informacao-em-seguranca-publica-no-brasil.ghtml,economia,22/03/2018 04h45,1462,1337,620,0,6,181,9,350,111,69,43,0,0,67,3.47222,6836,37.1389,5.11294,0.0,0.338983,0.463725,1
None,https://www.diariodobrasil.org/cinegrafista-da-globo-defende-waack-os-verdadeiros-racistas-sao-discretos-e-nao-fazem-piadas/,tv_celebridades,15/11/2017,300,241,154,0,3,39,2,65,15,19,1,2,0,24,3.10526,1112,12.6842,4.61411,0.0,0.326923,0.639004,0
"Ubiratan Brasil / RIO, O Estado de S.Paulo","http://cultura.estadao.com.br/noticias/literatura,geovani-martins-estreia-na-literatura-com-obra-empolgante,70002209899",tv_celebridades,02 de março de 2018,1644,1399,748,None,2,255,2,378,65,79,22,4,0,112,3.14103,6660,17.9359,4.76054,0.00142959,0.227488,0.534668,1
None,https://www.diariodobrasil.org/redes-sociais-emails-celulares-smart-tvs-cuidado-voce-esta-sendo-monitorado-24-horas-por-dia/,ciencia_tecnologia,08/11/2017,331,288,193,0,4,56,6,79,16,15,9,0,0,38,2.6875,1475,18.0,5.12153,0.0486111,0.22963,0.670139,0
Por BBC,https://g1.globo.com/tecnologia/noticia/2017-marcara-o-inicio-da-era-dos-robos.ghtml,ciencia_tecnologia,01/01/2017 10h15,1506,1321,671,0,6,200,8,336,105,97,36,2,3,99,2.89062,6708,20.6406,5.07797,0.00227101,0.376866,0.507949,1
None,https://www.diariodobrasil.org/anus-dourados-artista-cria-vaso-sanitario-de-ouro-com-acabamento-louis-vuitton/,tv_celebridades,12/11/2017,180,145,110,0,1,27,1,40,7,7,0,0,0,11,2.5,708,10.3571,4.88276,0.0,0.208955,0.758621,0
Por BBC,https://g1.globo.com/bemestar/noticia/carrego-seu-filho-por-r-100-mil-o-mercado-online-da-barriga-de-aluguel.ghtml,tv_celebridades,09/01/2018 07h36,2966,2545,948,None,13,536,28,600,164,148,100,29,0,230,2.80667,12304,16.9667,4.83458,0.0,0.274648,0.372495,1
None,https://www.diariodobrasil.org/contrariado-com-pergunta-caetano-veloso-chama-jornalista-de-burro/,tv_celebridades,12/11/2017,102,85,64,0,3,12,0,28,5,6,1,0,0,3,1.88889,411,9.44444,4.83529,0.0,0.275,0.752941,0
Por G1,https://g1.globo.com/mundo/noticia/guta-oriental-entenda-como-regiao-da-siria-sob-intenso-ataque-chegou-a-crise-humanitaria.ghtml,tv_celebridades,22/02/2018 05h00,1004,884,432,None,8,106,1,268,68,28,7,0,0,33,2.7907,4266,20.5581,4.82579,0.00113122,0.256684,0.488688,1
None,https://www.diariodobrasil.org/jornalista-da-band-disse-que-lula-e-um-lider-veja-o-que-eneas-o-mito-respondeu/,tv_celebridades,07/11/2017,205,167,111,0,0,31,5,45,5,13,3,4,0,21,2.71429,765,11.9286,4.58084,0.0,0.236842,0.664671,0
O Estado de S.Paulo,"http://opiniao.estadao.com.br/noticias/geral,lula-passa-dos-limites,70002166027",tv_celebridades,26 de janeiro de 2018,826,721,381,0,4,115,12,180,34,40,15,0,2,72,3.5,3521,24.0333,4.8835,0.0,0.250847,0.528433,1
None,https://www.diariodobrasil.org/lula-engrossa-o-tom-e-diz-que-congresso-nacional-so-tem-picaretas/,politica,12/11/2017,230,182,133,0,0,36,1,43,7,16,2,3,0,19,1.45455,838,5.51515,4.6044,0.0,0.291139,0.730769,0
"Por Lucas Soares, em Pouso Alegre, MG",https://g1.globo.com/mg/sul-de-minas/noticia/com-surto-sem-precedentes-autoridades-de-saude-fecham-cerco-a-febre-amarela-no-sul-de-minas.ghtml,politica,13/03/2018 08h21,2131,1909,650,None,1,331,21,471,113,154,62,0,17,179,3.58065,9266,30.7903,4.85385,0.00419068,0.332918,0.340492,1
None,https://www.diariodobrasil.org/medico-afirma-que-cura-do-cancer-existe-ha-decadas-e-esta-em-poder-dos-rockefeller/,tv_celebridades,13/11/2017,609,536,294,1,3,97,4,143,30,26,22,0,3,52,2.43333,2792,17.8667,5.20896,0.00559701,0.233333,0.548507,0
CRIS OLIVETTE,http://economia.estadao.com.br/blogs/radar-do-emprego/o-que-vale-mais-habilidade-ou-diploma/,tv_celebridades,03 de dezembro de 2017,1532,1334,641,None,13,251,9,336,83,77,33,3,0,103,2.75,6899,18.5278,5.17166,0.00149925,0.272572,0.48051,1
None,https://www.diariodobrasil.org/ministro-da-saude-vamos-ter-que-repactuar-como-aconteceu-na-grecia23/,politica,13/11/2017,177,150,98,0,0,35,2,40,6,10,5,0,0,13,3.0,790,16.6667,5.26667,0.0,0.213333,0.653333,0
"Por Gustavo Garcia e Guilherme Mazui, G1, Brasília",https://g1.globo.com/politica/noticia/nos-ajudem-a-ajudar-voces-diz-padilha-a-aposentados-em-video-sobre-reforma-da-previdencia.ghtml,politica,24/01/2018 15h26,944,800,360,None,2,135,8,218,32,39,13,0,7,57,4.11429,4036,22.8571,5.045,0.0,0.201133,0.45,1
None,https://www.diariodobrasil.org/peixe-morre-pela-boca-se-continuarem-as-delacoes-nenhum-de-nos-escapa/,politica,13/11/2017,149,121,88,0,1,28,6,29,5,8,5,2,2,16,2.0,581,8.64286,4.80165,0.0,0.22807,0.727273,0
"Por Vladimir Netto, TV Globo, Brasília",https://g1.globo.com/politica/noticia/funaro-diz-que-yunes-tinha-certeza-de-que-estava-repassando-dinheiro-em-envelope.ghtml,politica,13/10/2017 21h01,1305,1122,445,None,5,216,5,285,25,50,27,21,0,127,2.95161,5081,18.0968,4.52852,0.00178253,0.149701,0.396613,1
None,https://www.diariodobrasil.org/roberto-justus-e-dr-robert-rey-brasil-tera-candidatos-milionarios-na-disputa-de-2018/,politica,13/11/2017,203,172,127,0,1,27,2,46,10,15,4,0,0,9,2.38462,846,13.2308,4.9186,0.0,0.342466,0.738372,0
Coluna do Estadão,http://politica.estadao.com.br/blogs/coluna-do-estadao/temer-prepara-campo-para-proxima-denuncia/,politica,22 de março de 2018,824,727,428,None,24,101,5,239,30,16,13,0,0,30,1.86538,3530,13.9808,4.85557,0.0123796,0.135294,0.588721,1
None,https://www.diariodobrasil.org/dr-rey-o-bozo-da-politica-faz-piada-com-a-cara-do-brasileiro/,tv_celebridades,14/11/2017,171,138,112,0,1,25,1,42,10,8,2,0,0,6,2.53846,682,10.6154,4.94203,0.0,0.268657,0.811594,0
"Mario Vargas Llosa, O Estado de S.Paulo","http://internacional.estadao.com.br/noticias/geral,a-derrota-de-correa,70002193560",tv_celebridades,18 de fevereiro de 2018,1177,1047,551,None,19,153,12,273,76,56,20,0,0,91,3.42105,5438,27.5526,5.19389,0.00191022,0.309859,0.526266,1
None,https://www.diariodobrasil.org/segundo-pha-racismo-na-globo-e-coisa-antiga-roberto-marinho-nao-queria-um-negro-apresentando-o-jn/,tv_celebridades,13/11/2017,196,163,122,1,4,23,0,49,7,5,5,0,0,5,3.3,780,16.3,4.78528,0.00613497,0.166667,0.748466,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/sexta-feira-30-de-junho-de-2017.ghtml,tv_celebridades,30/06/2017 19h11,818,716,421,0,12,101,3,222,32,16,12,0,2,28,2.83333,3470,19.8889,4.84637,0.0027933,0.148607,0.587989,1
None,https://www.diariodobrasil.org/eles-destruiram-um-pais/,politica,05/11/2017,60,48,41,0,3,5,0,16,2,1,0,0,0,3,3.0,213,12.0,4.4375,0.0,0.142857,0.854167,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/quinta-feira-31-de-agosto-de-2017.ghtml,politica,31/08/2017 19h51,706,630,365,0,13,98,4,191,29,25,17,0,1,27,1.9,2879,15.75,4.56984,0.0031746,0.186851,0.579365,1
None,https://www.diariodobrasil.org/de-lider-confiante-a-um-idoso-destruido-o-fim-do-papudo-sera-na-papuda/,politica,05/11/2017,379,308,211,1,3,70,3,69,26,27,5,0,0,22,2.15152,1415,9.33333,4.59416,0.00324675,0.381295,0.685065,0
Fátima Lacerda,http://internacional.estadao.com.br/blogs/fatima-lacerda/mais-quatro-anos-de-merkel-e-um-casamento-por-conveniencia-que-o-eleitor-nao-queria/,politica,11 de março de 2018,1635,1448,692,None,25,193,7,427,94,64,26,0,1,81,2.87692,6889,22.2769,4.7576,0.00414365,0.254839,0.477901,1
None,https://www.diariodobrasil.org/barroso-criamos-uma-sociedade-cheia-de-ricos-delinquentes-o-sistema-so-pune-os-pobres/,politica,06/11/2017,445,361,212,0,19,69,2,89,27,26,10,0,0,13,2.4,1719,10.3143,4.76177,0.0,0.335443,0.587258,0
"Por Fernanda Calgaro e Alessandra Modzeleski, G1, Brasília",https://g1.globo.com/politica/noticia/sem-acordo-camara-faz-nesta-terca-nova-tentativa-de-votar-reforma-politica.ghtml,politica,19/09/2017 05h01,1756,1515,580,None,21,264,12,408,85,81,35,1,0,89,3.25676,7353,20.473,4.85347,0.00528053,0.247024,0.382838,1
None,https://www.diariodobrasil.org/wikileaks-diz-que-temer-era-espiao-dos-eua/,politica,06/11/2017,182,163,110,1,5,23,1,55,11,4,2,0,0,9,2.11111,842,18.1111,5.16564,0.0122699,0.192308,0.674847,0
"Carla Araújo e Tânia Monteiro, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,temer-diz-que-nao-permitira-ilegalidades-de-instituicoes-publicas,70001837530",politica,12 de junho de 2017,853,732,389,0,8,128,7,203,59,36,15,1,0,41,3.18421,3874,19.2632,5.29235,0.00136612,0.287009,0.531421,1
None,https://www.diariodobrasil.org/caduquice-ou-desrespeito-lula-faz-piada-estupida-e-se-compara-a-deus/,politica,06/11/2017,113,97,76,0,0,21,3,32,2,3,2,0,0,5,2.28571,440,13.8571,4.53608,0.0,0.0943396,0.783505,0
Por G1,https://g1.globo.com/pr/parana/noticia/veja-os-principais-trechos-do-2-depoimento-de-lula-a-moro.ghtml,politica,13/09/2017 18h42,3471,2781,843,0,6,579,33,700,71,212,106,80,2,301,3.38235,12691,13.6324,4.56347,0.000359583,0.221267,0.303128,1
None,https://www.diariodobrasil.org/radar-mostra-aeronave-militar-dos-eua-se-deslocando-em-direcao-a-coreia-do-norte/,sociedade_cotidiano,29/10/2017,523,469,270,1,10,65,5,137,36,13,14,0,0,16,2.57143,2303,22.3333,4.91045,0.0021322,0.242574,0.575693,0
Por BBC,https://g1.globo.com/mundo/noticia/os-detalhes-de-misseis-secretos-que-a-coreia-do-norte-revelou-acidentalmente-em-foto.ghtml,sociedade_cotidiano,25/08/2017 09h38,910,820,406,0,6,104,4,218,67,25,13,0,0,49,2.72727,3994,24.8485,4.87073,0.00243902,0.285714,0.495122,1
None,https://www.diariodobrasil.org/gilmar-mendes-evita-transferencia-de-cabral-para-prisao-federal/,politica,31/10/2017,188,164,104,0,4,21,0,53,7,6,5,0,0,3,2.0,794,13.6667,4.84146,0.0,0.175676,0.634146,0
"Por Rosanne DAgostino, TV Globo, Brasília",https://g1.globo.com/rio-de-janeiro/noticia/gilmar-mendes-suspende-transferencia-de-cabral-para-presidio-federal-de-ms.ghtml,politica,31/10/2017 11h52,624,566,269,0,9,71,3,170,35,18,13,0,0,25,2.32,2903,22.64,5.12898,0.0,0.219917,0.475265,1
None,https://www.diariodobrasil.org/putin-se-o-isis-cometer-sequer-1-atentado-na-russia-a-arabia-saudita-sera-destruida-em-30-minutos/,sociedade_cotidiano,30/10/2017,267,237,152,0,3,44,3,67,17,9,6,1,0,11,1.76471,1117,13.9412,4.71308,0.00843882,0.234234,0.64135,0
"Lúcia Guimarães, O Estado de S.Paulo","http://alias.estadao.com.br/noticias/geral,potencias-em-luta-a-pior-crise-entre-russia-e-ocidente-desde-a-guerra-fria,10000083709",sociedade_cotidiano,22 de outubro de 2016,3300,2879,1149,0,12,516,19,745,197,175,44,9,6,205,2.55152,13641,17.4485,4.7381,0.00382077,0.295004,0.399097,1
None,https://www.diariodobrasil.org/tchau-bonner-fatima-bernardes-e-flagrada-em-clima-de-romance/,tv_celebridades,03/11/2017,130,102,77,0,0,18,0,28,6,4,3,0,0,7,2.15385,461,7.84615,4.51961,0.00980392,0.217391,0.754902,0
Por G1,https://g1.globo.com/mundo/noticia/chile-tera-segundo-turno-com-pinera.ghtml,tv_celebridades,19/11/2017 21h25,1266,1114,528,None,6,141,5,328,75,36,14,0,1,62,2.98039,5506,21.8431,4.94255,0.0,0.236674,0.473968,1
None,https://www.diariodobrasil.org/chorando-as-pitangas-bonner-posta-frase-de-dor-de-cotovelo-no-instagram/,tv_celebridades,04/11/2017,225,176,133,1,2,27,2,57,5,9,3,0,0,8,4.08333,826,14.6667,4.69318,0.0113636,0.166667,0.755682,0
"Por Rafaella Fraga, G1 RS",https://g1.globo.com/rs/rio-grande-do-sul/noticia/45-edicao-do-festival-de-cinema-de-gramado-exibira-42-filmes-na-mostra-competitiva.ghtml,tv_celebridades,17/08/2017 08h01,1395,1158,607,None,1,127,2,349,73,36,11,0,1,46,4.4717,5490,21.8491,4.74093,0.00259067,0.228992,0.52418,1
None,https://www.diariodobrasil.org/dono-da-learjet-diz-que-atentado-as-torres-gemeas-foi-planejado-pelo-governo-dos-eua/,sociedade_cotidiano,03/11/2017,353,317,199,0,4,52,3,97,17,4,12,0,0,20,2.0,1559,17.6111,4.91798,0.0126183,0.14094,0.62776,0
"Por Tahiane Stochero, G1 São Paulo",https://g1.globo.com/sao-paulo/noticia/tce-aponta-problema-contabil-e-sumico-de-r-8-milhoes-em-bens-do-butantan.ghtml,sociedade_cotidiano,22/02/2017 15h30,966,864,397,0,12,118,3,267,45,29,23,0,0,26,3.0,4405,25.4118,5.09838,0.0,0.192208,0.459491,1
None,https://www.diariodobrasil.org/suprema-discussao-barroso-esculacha-mendes-trabalha-com-a-mentira-e-vive-destilando-odio/,politica,26/10/2017,158,126,92,0,3,21,1,32,5,8,1,0,2,7,2.28571,608,9.0,4.8254,0.0,0.245283,0.730159,0
"Por Renan Ramalho, G1, Brasília",https://g1.globo.com/politica/noticia/ministros-barroso-e-gilmar-mendes-trocam-acusacoes-durante-sessao-do-stf.ghtml,politica,26/10/2017 19h33,512,442,244,0,3,80,3,128,22,21,8,2,0,22,2.59259,2244,16.3704,5.07692,0.0,0.206731,0.552036,1
None,https://www.diariodobrasil.org/deputado-responde-para-benito-di-paula-nao-lhe-cabe-dizer-o-que-os-outros-devem-ou-nao-cantar/,tv_celebridades,28/10/2017,347,286,174,1,1,54,2,68,13,27,3,1,0,30,1.90625,1324,8.9375,4.62937,0.0,0.327869,0.608392,0
"Por Alessandra Modzeleski, G1, Brasília",https://g1.globo.com/politica/noticia/autor-do-projeto-que-regulamenta-servicos-como-o-uber-diz-que-nao-quer-acabar-com-os-apps.ghtml,tv_celebridades,31/10/2017 16h08,622,530,253,None,2,99,6,147,20,31,18,0,0,34,3.06667,2588,17.6667,4.88302,0.00188679,0.207317,0.477358,1
None,https://www.diariodobrasil.org/coreia-anuncia-novo-teste-nuclear-diplomata-diz-para-washington-se-preparar-para-o-pior/,sociedade_cotidiano,26/10/2017,480,429,249,1,8,62,1,122,33,17,9,0,0,14,2.42857,2024,20.4286,4.71795,0.0,0.271739,0.58042,0
Por G1,https://g1.globo.com/mundo/noticia/comunidade-internacional-condena-coreia-do-norte-por-teste-com-bomba-de-hidrogenio.ghtml,sociedade_cotidiano,03/09/2017 08h29,1303,1143,476,0,12,162,9,308,113,41,29,0,1,45,3.2,5894,22.86,5.15661,0.0,0.32766,0.416448,1
None,https://www.diariodobrasil.org/consultoria-internacional-elege-temer-como-o-presidente-mais-impopular-do-planeta/,politica,26/10/2017,162,127,103,0,1,15,0,41,10,2,2,0,0,3,5.83333,644,21.1667,5.07087,0.00787402,0.214286,0.811024,0
"Por Guilherme Mazui e Roniara Castilhos, G1 e TV Globo, Brasília",https://g1.globo.com/politica/noticia/temer-embarca-para-passar-o-carnaval-em-base-no-litoral-do-rio.ghtml,politica,10/02/2018 10h45,599,519,251,0,4,65,1,162,21,13,5,0,0,14,2.85714,2527,18.5357,4.86898,0.0,0.14978,0.483622,1
None,https://www.diariodobrasil.org/isso-e-brasil-governo-disponibiliza-duas-babas-do-exercito-para-proteger-filho-de-temer/,politica,27/10/2017,186,149,110,1,3,24,0,49,10,2,4,0,0,5,1.68182,752,6.77273,5.04698,0.00671141,0.164384,0.738255,0
"Por Luciana Amaral, G1, Brasília",https://g1.globo.com/politica/noticia/para-afagar-prefeitos-temer-entrega-nesta-segunda-ambulancias-no-rs.ghtml,politica,09/01/2017 05h00,1261,1119,525,0,5,148,3,340,58,36,17,0,0,36,2.84,5376,22.38,4.80429,0.0,0.192623,0.469169,1
None,https://www.diariodobrasil.org/camara-salva-temer-deputados-comprados-venderam-o-brasil/,politica,25/10/2017,110,93,75,0,3,14,1,29,2,6,2,0,0,5,1.7,454,9.3,4.88172,0.0,0.186047,0.806452,0
"Eduardo Luiz Kattah, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,base-aliada-consegue-votos-para-arquivar-a-denuncia-contra-temer,70001921350",politica,02 de agosto de 2017,946,819,393,0,10,111,7,253,38,36,14,0,0,23,3.43243,3959,22.1351,4.83394,0.001221,0.203297,0.479853,1
None,https://www.diariodobrasil.org/o-sistema-carcerario-no-japao-disciplina-foco-organizacao-limpeza-e-rotina/,sociedade_cotidiano,26/10/2017,389,338,208,0,2,72,3,90,26,15,13,0,0,19,1.96154,1645,13.0,4.86686,0.00295858,0.253086,0.615385,0
Redação Estadão.edu,http://educacao.estadao.com.br/blogs/ponto-edu/saber-falar-e-mais-importante-que-ter-certificado-de-linguas-diz-ceo-do-busuu/,sociedade_cotidiano,05 de março de 2013,1385,1209,574,0,4,223,7,324,69,79,20,3,0,78,2.09524,5985,14.3929,4.95037,0.00578991,0.270567,0.474773,1
None,https://www.diariodobrasil.org/russia-dispara-missil-nuclear-para-demonstrar-poderio-de-guerra/,sociedade_cotidiano,26/10/2017,229,207,123,0,7,29,1,54,15,7,8,0,0,6,2.0,956,18.8182,4.61836,0.0,0.26506,0.594203,0
O Estado de S.Paulo,"http://internacional.estadao.com.br/noticias/geral,relacoes-diplomaticas-entre-eua-e-russia-as-expulsoes-de-representantes-ao-longo-dos-anos,70002244202",sociedade_cotidiano,27 de março de 2018,915,821,421,None,15,109,8,244,72,24,16,0,0,31,2.41026,4147,21.0513,5.05116,0.0,0.271955,0.512789,1
None,https://www.diariodobrasil.org/benito-di-paula-acaba-com-deputado-que-fez-dancinha-me-respeite-seu-por-essa-musica-eu-fiz-pra-minha-mae/,tv_celebridades,27/10/2017,325,273,175,1,4,58,5,64,7,16,6,10,0,42,1.625,1244,8.53125,4.55678,0.0,0.188525,0.641026,0
